,Movie Title,Review,Number of RT Reviews,Year,movie_ID,movie_title,year,genres,avg_rating,numVotes,directorID,director_name
1087,Harry Potter and the Half-Blood Prince,83%,272,2009,tt1395738,Harry Potter and the Half-Blood Prince,2009,"Action,Adventure,Fantasy",7.5,685.0,nm5775990,Ralph Palmer
1088,The Girl with the Dragon Tattoo,86%,184,2009,tt1132620,The Girl with the Dragon Tattoo,2009,"Crime,Drama,Mystery",7.8,196557.0,nm0649117,Niels Arden Oplev
1089,Sin Nombre,88%,118,2009,tt1127715,Sin Nombre,2009,"Adventure,Crime,Drama",7.6,29367.0,nm1560977,Cary Joji Fukunaga
1090,The Princess and the Frog,85%,192,2009,tt0780521,The Princess and the Frog,2009,"Adventure,Animation,Comedy",7.1,107660.0,"nm0166256,nm0615780",
1091,The Princess and the Frog,85%,192,2009,tt1799682,The Princess and the Frog,2009,"Comedy,Short",4.1,9.0,nm3766090,Doug Walker
1092,The Princess and the Frog,85%,192,2009,tt5313896,The Princess and the Frog,2009,"Adventure,Animation,Comedy",6.2,13.0,\N,
1093,A Single Man,85%,186,2009,tt1315981,A Single Man,2009,"Drama,Romance",7.6,98752.0,nm1053530,Tom Ford
1094,State of Play,84%,211,2009,tt0473705,State of Play,2009,"Crime,Drama,Mystery",7.1,126192.0,nm0531817,Kevin Macdonald
1095,Séraphine,88%,95,2009,,,,,,,,
1096,Bad Lieutenant: Port of Call New Orleans,86%,144,2009,tt1095217,Bad Lieutenant: Port of Call New Orleans,2009,"Crime,Drama",6.6,70525.0,nm0001348,Werner Herzog
1097,Cloudy With a Chance of Meatballs,86%,142,2009,,,,,,,,
1098,Whip It,84%,185,2009,tt1172233,Whip It,2009,"Drama,Sport",6.9,60944.0,nm0000106,Drew Barrymore
1099,Me and Orson Welles,85%,155,2009,,,,,,,,
1100,The House of the Devil,87%,97,2009,tt1172994,The House of the Devil,2009,Horror,6.4,36354.0,nm1488800,Ti West
1101,Pranzo di Ferragosto (Mid-August Lunch),88%,64,2009,,,,,,,,
1102,"I Love You, Man",83%,206,2009,tt1155056,"I Love You, Man",2009,"Comedy,Romance",7.0,184537.0,nm0357453,John Hamburg
1103,"I Love You, Man",83%,206,2009,tt1456687,"I Love You, Man",2009,\N,6.9,8.0,\N,
1104,The White Ribbon (Das weisse Band),85%,144,2009,,,,,,,,
1105,Tyson,85%,143,2009,,,,,,,,
1106,Paranormal Activity,83%,199,2009,,,,,,,,
1107,Amreeka,87%,71,2009,tt1190858,Amreeka,2009,Drama,7.1,3295.0,nm1435062,Cherien Dabis
1108,Disneynature Earth,86%,92,2009,,,,,,,,
1109,Treeless Mountain,87%,61,2009,,,,,,,,
1110,Big Fan,86%,88,2009,tt1228953,Big Fan,2009,"Comedy,Crime,Drama",6.7,8567.0,nm1557909,Robert Siegel
1111,La Danse -- Le Ballet de l'Opera de Paris,87%,54,2009,,,,,,,,
1112,Skin,86%,63,2009,,,,,,,,
1113,Gran Torino,80%,230,2009,,,,,,,,
1114,Bright Star,82%,171,2009,tt0810784,Bright Star,2009,"Biography,Drama,Romance",7.0,23836.0,nm0001005,Jane Campion
1115,The Informant!,80%,226,2009,tt1130080,The Informant!,2009,"Biography,Comedy,Crime",6.5,59673.0,nm0001752,Steven Soderbergh
1116,Michael Jackson's This Is It,81%,185,2009,,,,,,,,
1117,Pontypool,84%,86,2009,,,,,,,,
1118,The September Issue,83%,113,2009,tt1331025,The September Issue,2009,Documentary,7.0,6954.0,nm0191712,R.J. Cutler
1119,Soul Power,84%,74,2009,,,,,,,,
1120,Broken Embraces,81%,153,2009,tt0913425,Broken Embraces,2009,"Drama,Romance,Thriller",7.2,35440.0,nm0000264,Pedro Almodóvar
1121,The Hangover,78%,236,2009,tt1119646,The Hangover,2009,Comedy,7.7,663788.0,nm0680846,Todd Phillips
1122,Black Dynamite,83%,63,2009,tt1190536,Black Dynamite,2009,"Action,Comedy",7.4,42523.0,nm0761715,Scott Sanders
1123,Bakjwi (Thirst),81%,113,2009,,,,,,,,
1124,No Impact Man: The Documentary,83%,48,2009,tt1280011,No Impact Man: The Documentary,2009,Documentary,6.7,1426.0,"nm0299990,nm1043655",
1125,Bandslam,81%,100,2009,tt0976222,Bandslam,2009,"Comedy,Drama,Family",6.3,13108.0,nm0333804,Todd Graff
1126,Collapse,83%,41,2009,tt1494667,Collapse,2009,"Drama,Family,Short",8.0,17.0,nm3576334,Mj Gardner
1127,Collapse,83%,41,2009,tt1503769,Collapse,2009,Documentary,7.8,6661.0,nm0807687,Chris Smith
1128,Invictus,76%,240,2009,tt1057500,Invictus,2009,"Biography,Drama,History",7.3,139922.0,nm0000142,Clint Eastwood
1129,It Might Get Loud,80%,113,2009,,,,,,,,
1130,Humpday,79%,136,2009,tt1334537,Humpday,2009,"Comedy,Drama,Romance",6.0,5147.0,nm1119645,Lynn Shelton
1131,We Live in Public,82%,49,2009,tt0498329,We Live in Public,2009,Documentary,7.2,1720.0,nm0863756,Ondi Timoner
1132,Julie & Julia,76%,220,2009,tt1135503,Julie & Julia,2009,"Biography,Drama,Romance",7.0,95429.0,nm0001188,Nora Ephron
1133,A Town Called Panic (Panique au village),81%,74,2009,,,,,,,,
1134,Okuribito (Departures),79%,106,2009,,,,,,,,
1135,The Young Victoria,77%,155,2009,tt0962736,The Young Victoria,2009,"Biography,Drama,History",7.3,53488.0,nm0885249,Jean-Marc Vallée
1136,"Politist, adj. (Police, Adjective)",79%,75,2009,,,,,,,,
1137,Triangle,80%,40,2009,tt1187064,Triangle,2009,"Fantasy,Mystery,Thriller",6.9,88595.0,nm1247462,Christopher Smith
1138,Triangle,80%,40,2009,tt1360689,Triangle,2009,"Drama,Mystery",7.1,31.0,nm3357302,Keiichiro Shiraki
1139,Capitalism: A Love Story,75%,183,2009,tt1232207,Capitalism: A Love Story,2009,"Crime,Documentary,News",7.4,39468.0,nm0601619,Michael Moore
1140,Where the Wild Things Are,72%,264,2009,tt0386117,Where the Wild Things Are,2009,"Adventure,Drama,Family",6.8,96003.0,nm0005069,Spike Jonze
1141,Where the Wild Things Are,72%,264,2009,tt1383797,Where the Wild Things Are,2009,"Comedy,Drama,Fantasy",8.3,263.0,nm0853535,Colin Teague
1142,Where the Wild Things Are,72%,264,2009,tt1524591,Where the Wild Things Are,2009,"Documentary,Short",7.4,8.0,nm0051972,Lance Bangs
1143,Where the Wild Things Are,72%,264,2009,tt1800443,Where the Wild Things Are,2009,"Comedy,Short",3.7,7.0,nm3766090,Doug Walker
1144,Where the Wild Things Are,72%,264,2009,tt2245526,Where the Wild Things Are,2009,Musical,7.6,22.0,\N,
1145,Where the Wild Things Are,72%,264,2009,tt4022510,Where the Wild Things Are,2009,Action,7.9,10.0,nm6311988,Rob Buchanan
1146,Un Baiser s'il vous plaît (Shall We Kiss?),78%,72,2009,,,,,,,,
1147,A Summer In Genoa,79%,43,2009,,,,,,,,
1148,Toy Story 3,98%,300,2010,tt0435761,Toy Story 3,2010,"Adventure,Animation,Comedy",8.3,671393.0,nm0881279,Lee Unkrich
1149,Toy Story 3,98%,300,2010,tt1799686,Toy Story 3,2010,"Comedy,Short",3.9,14.0,nm3766090,Doug Walker
1150,Toy Story 3,98%,300,2010,tt1897358,Toy Story 3,2010,"Animation,Comedy,Talk-Show",6.8,5.0,nm4416167,Logan Ridenbaugh
1151,How to Train Your Dragon,99%,206,2010,tt0892769,How to Train Your Dragon,2010,"Action,Adventure,Animation",8.1,601606.0,"nm0761498,nm0213450",
1152,How to Train Your Dragon,99%,206,2010,tt1621265,How to Train Your Dragon,2010,"Documentary,Short",8.1,8.0,\N,
1153,How to Train Your Dragon,99%,206,2010,tt1621800,How to Train Your Dragon,2010,"Action,Adventure",8.4,497.0,\N,
1154,How to Train Your Dragon,99%,206,2010,tt1799668,How to Train Your Dragon,2010,"Comedy,Short",4.0,9.0,nm3766090,Doug Walker
1155,How to Train Your Dragon,99%,206,2010,tt3022078,How to Train Your Dragon,2010,Documentary,7.2,8.0,\N,
1156,The Social Network,95%,309,2010,tt1285016,The Social Network,2010,"Biography,Drama",7.7,563663.0,nm0000399,David Fincher
1157,The Social Network,95%,309,2010,tt1799683,The Social Network,2010,"Comedy,Short",3.8,8.0,nm3766090,Doug Walker
1158,True Grit,96%,270,2010,tt1403865,True Grit,2010,"Adventure,Drama,Western",7.6,281242.0,"nm0001053,nm0001054",
1159,The King's Speech,94%,289,2010,tt1504320,The King's Speech,2010,"Biography,Drama,History",8.0,588124.0,nm0393799,Tom Hooper
1160,The King's Speech,94%,289,2010,tt1785173,The King's Speech,2010,"News,Talk-Show",8.6,5.0,\N,
1161,Inside Job,98%,146,2010,tt1645089,Inside Job,2010,"Crime,Documentary",8.3,64893.0,nm2480587,Charles Ferguson
1162,Waste Land,100%,71,2010,tt1268204,Waste Land,2010,Documentary,7.9,7977.0,"nm1065588,nm1013671,nm0356502",
1163,A Prophet (Un prophete),97%,154,2010,,,,,,,,
1164,Last Train Home,100%,54,2010,,,,,,,,
1165,127 Hours,93%,229,2010,tt1542344,127 Hours,2010,"Adventure,Biography,Drama",7.6,320575.0,nm0000965,Danny Boyle
1166,The Town,93%,224,2010,tt0840361,The Town,2010,"Crime,Drama,Thriller",7.6,319767.0,nm0000255,Ben Affleck
1167,Animal Kingdom,95%,160,2010,tt1313092,Animal Kingdom,2010,"Crime,Drama",7.3,51242.0,nm2391575,David Michôd
1168,The Kids Are All Right,93%,220,2010,tt0842926,The Kids Are All Right,2010,"Comedy,Drama,Romance",7.0,120135.0,nm0158966,Lisa Cholodenko
1169,Marwencol,98%,60,2010,tt1391092,Marwencol,2010,"Biography,Documentary,Fantasy",7.6,3018.0,nm0540220,Jeff Malmberg
1170,Restrepo,96%,114,2010,tt1559549,Restrepo,2010,"Documentary,War",7.5,20436.0,"nm1770672,nm0432631",
1171,Mother (Madeo),96%,113,2010,,,,,,,,
1172,Winter's Bone,94%,167,2010,tt1399683,Winter's Bone,2010,"Drama,Mystery",7.2,126893.0,nm0335138,Debra Granik
1173,Ajami,97%,68,2010,,,,,,,,
1174,A Film Unfinished,97%,64,2010,tt1568923,A Film Unfinished,2010,"Documentary,Drama,History",7.3,1618.0,nm2478131,Yael Hersonski
1175,Exit Through The Gift Shop,95%,110,2010,,,,,,,,
1176,The Fighter,90%,241,2010,tt0964517,The Fighter,2010,"Biography,Drama,Sport",7.8,314088.0,nm0751102,David O. Russell
1177,Another Year,92%,171,2010,tt1431181,Another Year,2010,"Comedy,Drama",7.3,26120.0,nm0005139,Mike Leigh
1178,Inception,86%,347,2010,tt1375666,Inception,2010,"Action,Adventure,Sci-Fi",8.8,1812000.0,nm0634240,Christopher Nolan
1179,Inception,86%,347,2010,tt1695201,Inception,2010,"Documentary,Short",9.2,13.0,\N,
1180,Inception,86%,347,2010,tt1799669,Inception,2010,"Comedy,Short",4.5,10.0,nm3766090,Doug Walker
1181,Best Worst Movie,95%,64,2010,,,,,,,,
1182,No One Knows About Persian Cats (Les Chats Persans),95%,59,2010,,,,,,,,
1183,Boxing Gym,95%,42,2010,tt1653827,Boxing Gym,2010,Documentary,7.1,387.0,nm0936464,Frederick Wiseman
1184,Tangled,89%,221,2010,tt0398286,Tangled,2010,"Adventure,Animation,Comedy",7.8,361369.0,"nm1977355,nm0397174",
1185,Tangled,89%,221,2010,tt1634563,Tangled,2010,"Music,Short",7.9,15.0,nm2717987,Christian Filippella
1186,Tangled,89%,221,2010,tt1706697,Tangled,2010,Drama,6.1,53.0,nm0400486,Bronwen Hughes
1187,The Tillman Story,93%,86,2010,tt1568334,The Tillman Story,2010,"Biography,Documentary,Mystery",7.8,4271.0,nm0052737,Amir Bar-Lev
1188,Fish Tank,91%,145,2010,,,,,,,,
1189,Samson and Delilah,94%,50,2010,,,,,,,,
1190,Let Me In,88%,229,2010,tt1228987,Let Me In,2010,"Drama,Fantasy,Horror",7.1,106229.0,nm0716257,Matt Reeves
1191,The Secret in Their Eyes (El Secreto de Sus Ojos),91%,136,2010,,,,,,,,
1192,The Illusionist (L'illusionniste),91%,129,2010,,,,,,,,
1193,Carlos,93%,68,2010,tt1321865,Carlos,2010,"Biography,Crime,Drama",7.7,11905.0,nm0000801,Olivier Assayas
1194,Vincere,92%,91,2010,,,,,,,,
1195,Black Swan,85%,297,2010,tt0947798,Black Swan,2010,"Drama,Thriller",8.0,642411.0,nm0004716,Darren Aronofsky
1196,Joan Rivers: A Piece Of Work,91%,105,2010,,,,,,,,
1197,Lourdes,93%,40,2010,,,,,,,,
1198,Dogtooth (Kynodontas),92%,65,2010,,,,,,,,
1199,Waiting for Superman,90%,118,2010,,,,,,,,
1200,The Secret of Kells,91%,81,2010,,,,,,,,
1201,Blue Valentine,87%,201,2010,tt1120985,Blue Valentine,2010,"Drama,Romance",7.4,168660.0,nm0161834,Derek Cianfrance
1202,Lebanon (Levanon),90%,105,2010,,,,,,,,
1203,Rabbit Hole,87%,195,2010,tt0935075,Rabbit Hole,2010,Drama,7.0,45121.0,nm0593463,John Cameron Mitchell
1204,Client 9: The Rise and Fall of Eliot Spitzer,91%,69,2010,tt1638362,Client 9: The Rise and Fall of Eliot Spitzer,2010,Documentary,7.4,2087.0,nm0316795,Alex Gibney
1205,Alamar (To the Sea),91%,46,2010,,,,,,,,
1206,Rare Exports: A Christmas Tale,89%,104,2010,tt1401143,Rare Exports: A Christmas Tale,2010,"Adventure,Fantasy,Horror",6.7,23808.0,nm1118351,Jalmari Helander
1207,Cropsey,91%,43,2010,,,,,,,,
1208,Unstoppable,86%,191,2010,tt0477080,Unstoppable,2010,"Action,Thriller",6.8,171599.0,nm0001716,Tony Scott
1209,Unstoppable,86%,191,2010,tt2265960,Unstoppable,2010,Drama,7.0,7.0,nm2799883,Fred Mayford
1210,Winnebago Man,90%,61,2010,,,,,,,,
1211,My Dog Tulip,90%,59,2010,,,,,,,,
1212,The Father of My Children (Le pere de mes enfants),90%,58,2010,,,,,,,,
1213,Alle Anderen (Everyone Else),90%,40,2010,,,,,,,,
1214,Easy A,85%,186,2010,tt1282140,Easy A,2010,"Comedy,Drama,Romance",7.1,326721.0,nm0323239,Will Gluck
1215,Buried,86%,155,2010,tt1462758,Buried,2010,"Drama,Mystery,Thriller",7.0,138114.0,nm0181579,Rodrigo Cortés
1216,Buried,86%,155,2010,tt1589807,Buried,2010,"Crime,Mystery,Reality-TV",8.6,5.0,\N,
1217,Buried,86%,155,2010,tt1707663,Buried,2010,"Drama,Mystery,Sci-Fi",8.3,338.0,nm0839660,Stephen Surjik
1218,Buried,86%,155,2010,tt1726317,Buried,2010,"Adventure,Documentary,History",4.7,6.0,\N,
1219,The Ghost Writer,84%,202,2010,tt1139328,The Ghost Writer,2010,"Drama,Mystery,Thriller",7.2,147515.0,nm0000591,Roman Polanski
1220,Please Give,86%,139,2010,tt0878835,Please Give,2010,"Comedy,Drama",6.6,10585.0,nm0392237,Nicole Holofcener
1221,Terribly Happy (Frygtelig lykkelig),89%,46,2010,,,,,,,,
1222,Get Low,85%,143,2010,,,,,,,,
1223,Scott Pilgrim vs. the World,81%,263,2010,tt0446029,Scott Pilgrim vs. the World,2010,"Action,Comedy,Fantasy",7.5,334831.0,nm0942367,Edgar Wright
1224,White Material,86%,88,2010,,,,,,,,
1225,The Square,86%,85,2010,,,,,,,,
1226,Farewell (L'affaire Farewell),86%,77,2010,,,,,,,,
1227,Looking for Eric,85%,99,2010,,,,,,,,
1228,Red Riding Trilogy,86%,57,2010,,,,,,,,
1229,Despicable Me,81%,197,2010,tt1323594,Despicable Me,2010,"Animation,Comedy,Family",7.7,459462.0,"nm1853544,nm0719208",
1230,Despicable Me,81%,197,2010,tt1822208,Despicable Me,2010,"Adventure,Family,Fantasy",7.6,345.0,\N,
1231,Four Lions,83%,133,2010,tt1341167,Four Lions,2010,"Comedy,Crime,Drama",7.3,65655.0,nm0606439,Christopher Morris
1232,The Art Of The Steal,85%,60,2010,,,,,,,,
1233,Harry Potter and the Deathly Hallows - Part 1,78%,272,2010,,,,,,,,
1234,Kisses,85%,53,2010,,,,,,,,
1235,I Am Love,82%,129,2010,,,,,,,,
1236,North Face (Nordwand),84%,56,2010,,,,,,,,
1237,"The Good, the Bad, the Weird (Joheun-nom, Nabbeun-nom, Isanghan-nom)",83%,64,2010,,,,,,,,
1238,Cyrus,80%,154,2010,tt1327709,Cyrus,2010,"Crime,Horror,Mystery",4.7,937.0,nm1067375,Mark Vadik
1239,Cyrus,80%,154,2010,tt1336617,Cyrus,2010,"Comedy,Drama,Romance",6.3,32344.0,"nm0243231,nm0243233",
1240,Catfish,80%,149,2010,tt1584016,Catfish,2010,"Documentary,Drama,Mystery",7.1,38461.0,"nm1413364,nm1160962",
1241,Nowhere Boy,80%,145,2010,,,,,,,,
1242,Mademoiselle Chambon,83%,52,2010,,,,,,,,
1243,The Other Guys,78%,202,2010,tt1386588,The Other Guys,2010,"Action,Comedy,Crime",6.7,219451.0,nm0570912,Adam McKay
1244,City Island,81%,101,2010,,,,,,,,
1245,Made in Dagenham,80%,128,2010,tt1371155,Made in Dagenham,2010,"Biography,Comedy,Drama",7.2,13012.0,nm0170719,Nigel Cole
1246,Casino Jack And The United States Of Money,82%,65,2010,,,,,,,,
1247,The Disappearance of Alice Creed,81%,95,2010,,,,,,,,
1248,Mesrine: Public Enemy #1,81%,86,2010,,,,,,,,
1249,Fair Game,78%,172,2010,tt0977855,Fair Game,2010,"Biography,Drama,Thriller",6.8,43598.0,nm0510731,Doug Liman
1250,Cairo Time,81%,79,2010,,,,,,,,
1251,Disneynature Oceans,81%,78,2010,,,,,,,,
1252,Kick-Ass,75%,253,2010,tt1250777,Kick-Ass,2010,"Action,Comedy",7.6,493070.0,nm0891216,Matthew Vaughn
1253,Mesrine: Killer Instinct (L'instinct de mort),81%,70,2010,,,,,,,,
1254,Iron Man 2,73%,287,2010,tt1228705,Iron Man 2,2010,"Action,Adventure,Sci-Fi",7.0,640461.0,nm0269463,Jon Favreau
1255,Iron Man 2,73%,287,2010,tt1371159,Iron Man 2,2010,"Action,Adventure,Sci-Fi",6.2,564.0,"nm4157551,nm4157448",
1256,Iron Man 2,73%,287,2010,tt1805722,Iron Man 2,2010,"Comedy,Short",4.3,10.0,nm3766090,Doug Walker
1257,Tiny Furniture,79%,97,2010,tt1570989,Tiny Furniture,2010,"Comedy,Drama,Romance",6.2,13277.0,nm2501633,Lena Dunham
1258,Mother and Child,78%,127,2010,,,,,,,,
1259,Solitary Man,79%,96,2010,tt1591778,Solitary Man,2010,"Crime,Drama,Mystery",6.7,1071.0,nm0362734,Rob Hardy
1260,Countdown to Zero,79%,87,2010,tt1572769,Countdown to Zero,2010,Documentary,6.9,2069.0,nm1013671,Lucy Walker
1261,Night Catches Us,80%,56,2010,tt0775543,Night Catches Us,2010,"Drama,Romance",6.3,1381.0,nm0358184,Tanya Hamilton
1262,Greenberg,76%,170,2010,tt1234654,Greenberg,2010,"Comedy,Drama,Romance",6.1,33510.0,nm0000876,Noah Baumbach
1263,Splice,75%,191,2010,,,,,,,,
1264,Red Hill,79%,66,2010,tt1530983,Red Hill,2010,"Thriller,Western",6.4,7842.0,nm0400850,Patrick Hughes
1265,How I Ended This Summer,79%,43,2010,tt1588875,How I Ended This Summer,2010,Drama,7.0,6044.0,nm1403225,Aleksey Popogrebskiy
1266,The Girl on the Train (La Fille du RER),78%,59,2010,,,,,,,,
1267,Nanny McPhee Returns,76%,119,2010,tt1415283,Nanny McPhee Returns,2010,"Comedy,Family,Fantasy",6.1,24633.0,nm1264352,Susanna White
1268,Harry Potter and the Deathly Hallows - Part 2,96%,322,2011,,,,,,,,
1269,The Artist,95%,307,2011,tt1655442,The Artist,2011,"Comedy,Drama,Romance",7.9,215934.0,nm0371890,Michel Hazanavicius
1270,The Artist,95%,307,2011,tt1825978,The Artist,2011,Thriller,8.0,5.0,nm3908851,Sunil Prem Vyas
1271,The Artist,95%,307,2011,tt1959547,The Artist,2011,"Comedy,Short",8.6,7.0,nm4500098,Logan Adamowich
1272,A Separation,99%,171,2011,tt1832382,A Separation,2011,"Drama,Thriller",8.3,192848.0,nm1410815,Asghar Farhadi
1273,Moneyball,94%,255,2011,tt1210166,Moneyball,2011,"Biography,Drama,Sport",7.6,323112.0,nm0587955,Bennett Miller
1274,The Muppets,95%,220,2011,tt1204342,The Muppets,2011,"Adventure,Comedy,Family",7.1,82320.0,nm0090386,James Bobin
1275,The Muppets,95%,220,2011,tt2121422,The Muppets,2011,"Comedy,Short",4.5,8.0,nm3766090,Doug Walker
1276,Poetry,100%,66,2011,,,,,,,,
1277,Le Havre,99%,93,2011,tt1508675,Le Havre,2011,"Comedy,Drama",7.2,18308.0,nm0442454,Aki Kaurismäki
1278,The Interrupters,99%,89,2011,tt1319744,The Interrupters,2011,"Crime,Documentary",7.5,3318.0,nm0416945,Steve James
1279,Project Nim,97%,141,2011,tt1814836,Project Nim,2011,Documentary,7.4,7896.0,nm1016428,James Marsh
1280,Nostalgia for the Light,100%,46,2011,,,,,,,,
1281,Everyday Sunshine: The Story of Fishbone,100%,45,2011,,,,,,,,
1282,We Were Here,100%,44,2011,tt1787837,We Were Here,2011,"Biography,Documentary,History",7.8,1825.0,"nm2406324,nm0918847",
1283,Bill Cunningham New York,99%,72,2011,,,,,,,,
1284,Mission: Impossible Ghost Protocol,93%,240,2011,,,,,,,,
1285,Drive,92%,255,2011,tt0780504,Drive,2011,"Crime,Drama",7.8,516431.0,nm0716347,Nicolas Winding Refn
1286,Drive,92%,255,2011,tt2072950,Drive,2011,"Drama,Family,Short",6.8,8.0,nm1350752,Jean-Luc Julien
1287,Source Code,92%,254,2011,tt0945513,Source Code,2011,"Action,Drama,Sci-Fi",7.5,448126.0,nm1512910,Duncan Jones
1288,Cave of Forgotten Dreams,96%,133,2011,,,,,,,,
1289,Hugo,93%,220,2011,tt0970179,Hugo,2011,"Adventure,Drama,Family",7.5,282813.0,nm0000217,Martin Scorsese
1290,Midnight in Paris,93%,217,2011,tt1605783,Midnight in Paris,2011,"Comedy,Fantasy,Romance",7.7,353119.0,nm0000095,Woody Allen
1291,Midnight in Paris,93%,217,2011,tt7084500,Midnight in Paris,2011,"Comedy,Talk-Show",5.2,6.0,nm5741914,Chris Stuckmann
1292,Win Win,94%,173,2011,tt1606392,Win Win,2011,"Comedy,Drama,Sport",7.2,51507.0,nm0565336,Tom McCarthy
1293,Born To Be Wild,98%,49,2011,,,,,,,,
1294,50/50,93%,196,2011,tt1306980,50/50,2011,"Comedy,Drama,Romance",7.7,298570.0,nm1349522,Jonathan Levine
1295,13 Assassins,95%,126,2011,,,,,,,,
1296,Tomboy,97%,64,2011,tt1847731,Tomboy,2011,Drama,7.4,15317.0,nm1780037,Céline Sciamma
1297,Pariah,95%,110,2011,tt1233334,Pariah,2011,Drama,7.2,5413.0,nm2011696,Dee Rees
1298,Bridesmaids,89%,283,2011,tt1478338,Bridesmaids,2011,"Comedy,Romance",6.8,247567.0,nm0082450,Paul Feig
1299,The Guard,94%,133,2011,tt1540133,The Guard,2011,"Comedy,Crime,Thriller",7.3,74666.0,nm0567620,John Michael McDonagh
1300,Pina,95%,103,2011,tt1440266,Pina,2011,"Documentary,Music",7.7,13360.0,nm0000694,Wim Wenders
1301,Weekend,95%,81,2011,tt1714210,Weekend,2011,"Drama,Romance",7.6,25133.0,nm0354091,Andrew Haigh
1302,Weekend,95%,81,2011,tt1791679,Weekend,2011,"Action,Comedy,Crime",4.0,579.0,nm0668640,Cezary Pazura
1303,Being Elmo: A Puppeteer's Journey,95%,78,2011,tt1787660,Being Elmo: A Puppeteer's Journey,2011,Documentary,7.6,6403.0,nm0548789,Constance Marks
1304,Arthur Christmas,92%,165,2011,tt1430607,Arthur Christmas,2011,"Adventure,Animation,Comedy",7.1,45097.0,"nm0809877,nm0176905",
1305,The Arbor,96%,46,2011,,,,,,,,
1306,Silent Souls,96%,46,2011,,,,,,,,
1307,The Descendants,89%,254,2011,tt1033575,The Descendants,2011,"Comedy,Drama",7.3,222507.0,nm0668247,Alexander Payne
1308,Take Shelter,92%,161,2011,tt1675192,Take Shelter,2011,"Drama,Horror,Thriller",7.4,82423.0,nm2158772,Jeff Nichols
1309,Incendies,93%,121,2011,,,,,,,,
1310,Coriolanus,92%,148,2011,tt1372686,Coriolanus,2011,"Drama,Thriller,War",6.1,29476.0,nm0000146,Ralph Fiennes
1311,Martha Marcy May Marlene,90%,204,2011,tt1441326,Martha Marcy May Marlene,2011,"Drama,Mystery,Thriller",6.9,45578.0,nm1699934,Sean Durkin
1312,Senna,92%,118,2011,,,,,,,,
1313,Tabloid,92%,118,2011,,,,,,,,
1314,Of Gods and Men,92%,116,2011,,,,,,,,
1315,Attack the Block,90%,174,2011,tt1478964,Attack the Block,2011,"Action,Comedy,Sci-Fi",6.6,93263.0,nm0180428,Joe Cornish
1316,Into The Abyss,92%,112,2011,,,,,,,,
1317,X-Men: First Class,86%,285,2011,tt1270798,X-Men: First Class,2011,"Action,Adventure,Sci-Fi",7.7,601528.0,nm0891216,Matthew Vaughn
1318,X-Men: First Class,86%,285,2011,tt1951704,X-Men: First Class,2011,"Comedy,Short",4.7,9.0,nm3766090,Doug Walker
1319,X-Men: First Class,86%,285,2011,tt2015544,X-Men: First Class,2011,Comedy,4.4,7.0,\N,
1320,King of Devil's Island,94%,47,2011,,,,,,,,
1321,Winnie the Pooh,91%,128,2011,tt1449283,Winnie the Pooh,2011,"Adventure,Animation,Comedy",7.2,19349.0,"nm2320658,nm0027459",
1322,Winnie the Pooh,91%,128,2011,tt6403116,Winnie the Pooh,2011,Animation,7.8,11.0,\N,
1323,Rango,88%,216,2011,tt1192628,Rango,2011,"Adventure,Animation,Comedy",7.2,213610.0,nm0893659,Gore Verbinski
1324,Rango,88%,216,2011,tt1842449,Rango,2011,"Action,Adventure,Comedy",7.6,116.0,nm0126096,James Ward Byrkit
1325,Rango,88%,216,2011,tt1857994,Rango,2011,"Comedy,Short",3.7,7.0,nm3766090,Doug Walker
1326,Elite Squad: The Enemy Within,93%,44,2011,,,,,,,,
1327,Knuckle,93%,43,2011,tt1606259,Knuckle,2011,"Biography,Documentary,Drama",6.8,2626.0,nm3817974,Ian Palmer
1328,The Tree of Life,85%,272,2011,tt0478304,The Tree of Life,2011,"Drama,Fantasy",6.8,155249.0,nm0000517,Terrence Malick
1329,The Tree of Life,85%,272,2011,tt7084498,The Tree of Life,2011,"Comedy,Talk-Show",6.2,5.0,nm5741914,Chris Stuckmann
1330,The Girl with the Dragon Tattoo,86%,238,2011,tt1568346,The Girl with the Dragon Tattoo,2011,"Crime,Drama,Mystery",7.8,384337.0,nm0000399,David Fincher
1331,The Four Times (Le Quattro Volte),92%,53,2011,,,,,,,,
1332,City of Life and Death,92%,51,2011,,,,,,,,
1333,The Black Power Mixtape 1967-1975,92%,50,2011,tt1592527,The Black Power Mixtape 1967-1975,2011,"Documentary,History",7.6,1662.0,nm0648057,Göran Olsson
1334,Corman's World: Exploits Of A Hollywood Rebel,92%,50,2011,,,,,,,,
1335,Point Blank,91%,79,2011,,,,,,,,
1336,Margin Call,88%,163,2011,tt1615147,Margin Call,2011,"Drama,Thriller",7.1,106492.0,nm1170855,J.C. Chandor
1337,Certified Copy (Copie Conforme),89%,129,2011,,,,,,,,
1338,Submarine,88%,152,2011,,,,,,,,
1339,The Trip,89%,105,2011,,,,,,,,
1340,Contagion,84%,253,2011,tt1598778,Contagion,2011,"Action,Drama,Thriller",6.6,200171.0,nm0001752,Steven Soderbergh
1341,Buck,89%,102,2011,tt1753549,Buck,2011,Documentary,7.6,3030.0,nm4137350,Cindy Meehl
1342,Uncle Boonmee Who Can Recall His Past Lives,89%,97,2011,,,,,,,,
1343,Beats Rhymes & Life: The Travels of a Tribe Called Quest,90%,59,2011,,,,,,,,
