,genre_ids,id,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,release_month
8424,[18],356072,Iris,"The job, should you choose to accept it: two young women playing out roles associated with the purchasing of real estate. Questions regarding the worries of ownership versus the worries of being un-invested. Intimations of a life filled with effort and debt. Tie this all together somehow with lines from the song, “Iris” by the Breeders.",0.6,1994-02-22,Iris,0.0,0,1994.0,2.0
8425,"[53, 878, 80, 18, 14, 27]",368971,Iris,"Iris is Nextphone’s latest model, with a blinking female eye permanently displayed on the screen. Dave is on his way to bury a body and brought the Iris with him. While digging, they get into a conversation.",0.6,2015-08-15,Iris,6.0,1,2015.0,8.0
8426,[],257483,Iris,,0.6,2004-07-16,Iris,7.0,1,2004.0,7.0
8427,[],259012,Iris,Iris comes to meet her alcoholic father…,0.6,2013-01-01,Iris,0.0,0,2013.0,1.0
8428,"[35, 80, 10770]",442194,Iris,"Iris is ingenious neo-noir comedy set in Croatia 90, in the gloomy post-war era dominated by tycoons, corruption and war profiteers.",0.6,2012-01-01,Iris,0.0,0,2012.0,1.0
8429,"[18, 10751, 36]",119335,Iris,"A hauntingly beautiful and unusual coming-of-age tale. Set in 1890, Iris's artist mother leaves Stockholm for the summer and sends her 9-year old daughter to stay with an uncle in the Finnish archipelago. The girl learns to play with other children and discovers the joys of friendship in the remote Åland Islands.",0.6,2011-08-26,Iris,3.0,1,2011.0,8.0
8430,[],562477,Íris,"During the war of the Portuguese overseas colonies, Íris Maria, an 18-year-old Portuguese girl born on a small island in Mozambique won the titles of Miss Mozambique and Miss Portugal 1972. This is her story.",0.6,2017-07-24,Íris,0.0,0,2017.0,7.0
8431,[18],89074,Iris,A female veterinarian moves to the country side to start her own practice. She encounters a lot a skeptical villagers.,0.6,1987-03-26,Iris,5.0,1,1987.0,3.0
8432,[18],37181,درباره الی‎‎,The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.,7.027,2009-02-10,About Elly,7.4,179,2009.0,2.0
8433,"[99, 10402]",319075,Cobain: Montage of Heck,The authorized documentary on late Guitar/lead singer Kurt Cobain from his early days in Aberdeen Washington to his success and downfall with Grunge band Nirvana.,5.552,2015-03-23,Cobain: Montage of Heck,7.7,389,2015.0,3.0
8434,"[36, 99]",267480,The Look of Silence,A family that survives the genocide in Indonesia confronts the men who killed one of their brothers.,6.3,2014-08-30,The Look of Silence,8.1,128,2014.0,8.0
8435,"[18, 53, 35]",265195,Relatos salvajes,Six short stories that explore the extremities of human behavior involving people in distress.,7.384,2014-08-21,Wild Tales,7.8,1494,2014.0,8.0
8436,[99],435044,Wild Tales From The Village,A year in the life of an extraordinary village hidden away in the French countryside.,0.6,2016-12-23,Wild Tales From The Village,6.0,1,2016.0,12.0
8437,[],584074,Tom and Jerry Tales: Wild About Winter,Episodes Include: Ho Ho Horrors ; Doggone Hill Hog ; Northern Light Fish Fight Way Off Broadway ; Egg Beats ; Cry Uncle ; Joy Riding Jokers ; Cat Got Your Luggage? ; City Dump Chumps ; Tiger Cat ; Feeding Time and Polar Peril.,0.6,2005-01-01,Tom and Jerry Tales: Wild About Winter,0.0,0,2005.0,1.0
8438,[],320210,Hans Christian Andersen: The Fairy Tales: The Wild Swans & Other Stories,"Princess Elisa tries to rescue her brothers in this freshly animated version of the fairy tale by beloved children's author Hans Christian Andersen. After Elisa's father remarries, the new queen turns her 11 stepsons into swans and expels the princess from the castle. When Elisa is old enough, she sets out on a dangerous quest to save her siblings and break the queen's evil spell. Other stories include ""The Beetle"" and ""The Tinderbox.""",0.6,2001-10-14,Hans Christian Andersen: The Fairy Tales: The Wild Swans & Other Stories,0.0,0,2001.0,10.0
8439,"[35, 18]",318846,The Big Short,The men who made millions from a global economic meltdown.,16.803,2015-12-11,The Big Short,7.3,4440,2015.0,12.0
8440,[],384791,"The Creation Adventure Team: Six Short Days, One Big Adventure",No Overview,0.6,2002-09-01,"The Creation Adventure Team: Six Short Days, One Big Adventure",0.0,0,2002.0,9.0
8441,[],464498,Shiruku hatto no ô-oyabun: chobi-hige no kuma,"Tomisaburo Wakayama plays the Silk Hat Boss, a supporting player in the immensely popular Red Peony Gambler series. As you might expect, the mood is more broadly comic here, as everyone's favorite yazuka boss returns from Japan's military victory over Russia as a bit player in local politics.",0.6,1970-11-21,Silk Hat Boss 2: The Short-Mustached Bear,0.0,0,1970.0,11.0
8442,[99],339751,Hitchcock/Truffaut,"Filmmakers discuss the legacy of Alfred Hitchcock and the book “Hitchcock/Truffaut” (“Le cinéma selon Hitchcock”), written by François Truffaut and published in 1966.",5.995,2015-09-04,Hitchcock/Truffaut,7.4,92,2015.0,9.0
8443,[99],4297,Monsieur Truffaut Meets Mr. Hitchcock,"When Francois Truffaut approached Alfred Hitchcock in 1962 with the idea of having a long conversation with him about his work and publishing this in book form, he didn't imagine that more than four years would pass before Le Cinéma selon Hitchcock finally appeared in 1966. Not only in France but all over the world, Truffaut's Hitchcock interview developed over the years into a standard bible of film literature. In 1983, three years after Hitchcock's death, Truffaut decided to expand his by now legendary book to include a concluding chapter and have it published as the ""Edition définitive"". This film describes the genesis of the ""Hitchbook"" and throws light on the strange friendship between two completely different men. The centrepieces are the extracts from the original sound recordings of the interview with the voices of Alfred Hitchcock, Francois Truffaut, and Helen Scott – recordings which have never been heard in public before.",0.927,1999-08-05,Monsieur Truffaut Meets Mr. Hitchcock,0.0,0,1999.0,8.0
8444,"[53, 28, 18, 10752]",252178,'71,A young British soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.,7.555,2014-10-10,'71,6.8,611,2014.0,10.0
8445,[10752],51200,포화 속으로,"A civil war broke out in the 1950s between North and South Korea which changed the country forever. 71: Into the Fire centers on the struggles of 71 student soldiers who fought through the Korean War. Using real people and events based on the opening moves of the Battle of P'ohang-dong, the film exposes the personal and physical conflicts that these students faced when finding themselves on the last line of defense at P'ohang-dong Girl's Middle School against the NKPA's advancement, needing to hold out until back up from other Korean troops and the Allies arrived.",5.608,2010-06-16,71: Into the Fire,6.9,57,2010.0,6.0
8446,[18],32764,71 Fragmente einer Chronologie des Zufalls,71 scenes revolving around multiple Viennese residents who are by chance involved with a senseless gun slaughter on Christmas Eve.,4.775,1994-05-18,71 Fragments of a Chronology of Chance,6.9,55,1994.0,5.0
8447,[35],299293,Euroshow 71,German made-for-TV musical extravaganza starring Monty Python.,1.233,1971-05-01,Euroshow 71,0.0,0,1971.0,5.0
8448,"[53, 28, 80, 18]",119136,野良猫ロック 暴走集団'71,"Toshiya Fujita brings the five film Stray Cat Rock series to a highly enjoyable end. Like his previous instalment, Wild Jumbo, Beat ’71 is an easy going youth drama that does not follow Yasuharu Hasebe’s wild gang film path. Instead Fujita deals with social issues. The film follows a hippie community lead by Yoshitaro (Yoshio Harada). They decide to leave their trailer in Shinjuku and travel to countryside by bicycle to save their friend Furiko (Meiko Kaji) who has been falsely accused for murder. The real killer – although it was mainly self defense – is Furiko’s boyfried Takaaki (Takeo Chii) who is being controlled by his politician father. Takaaki would rather live free as a hippie, but his father is forcing him to become a businessman.",1.529,1971-01-03,Stray Cat Rock: Beat '71,5.9,5,1971.0,1.0
8449,[18],293935,Ekattorer Jishu,"This patriotic Bengali movie by Nasiruddin Yusuf, based on Shahriar Kabir's story, depicts a pastor's involvement in the Independence war.",0.6,1993-01-01,Jesus '71,0.0,0,1993.0,1.0
8450,[],363560,Robotnicy 1971 - Nic o nas bez nas,Nothing Without Us,0.6,1971-01-01,Workers '71,5.0,1,1971.0,1.0
8451,"[35, 18, 10749]",273153,La belle saison,"In 1971, Carole and Delphine meet and fall in love in Paris. When Carole follows Delphine back to her family farm in Limousin, the two find lesbianism and feminism are not as easy in the countryside.",8.711,2015-08-19,Summertime,6.7,131,2015.0,8.0
8452,[],261576,কলকাতা ৭১,"The spirit of a condemned 20-year-old student wanders through time, linking together four stories of people struggling for survival in this gritty meditation on poverty, natural disaster and political strife in India. A middle-class family's home is no match for the monsoons, while another clan's morality is compromised when famine strikes. Young boys smuggle rice, and politicians pity the poor while living in the lap of luxury.",0.6,1972-12-10,Calcutta 71,10.0,1,1972.0,12.0
8453,[18],478726,Kama Sutra '71,Fake documentary exploring sex practices.,0.84,1970-12-21,Kama Sutra '71,0.0,0,1970.0,12.0
8454,"[99, 36]",216820,Natal 71,,0.624,1999-01-01,Natal 71,5.0,1,1999.0,1.0
8455,[18],514245,Generacija 71,"In the start of the breakup of Yugoslavia, in spring 1991, there is a group of young conscripted soldiers in a remote military outpost. Their army and country are falling apart and the war is starting nearby. Friends are facing a decision of their lives: should they stay or run?",0.6,2011-09-28,Generation of 71,0.0,0,2011.0,9.0
8456,[],168196,Bear 71,THE LIFE OF A GRIZZLY IN A CANADIAN NATIONAL PARK FROM THE PERSPECTIVE OF DATA POINTS AND SURVEILLANCE CAMERAS PRESENTS A FASCINATING LOOK AT WHAT IT MEANS TO BE WILD IN THIS INTERACTIVE FILM FROM THE NFB.,0.6,,Bear 71,0.0,0,,
8457,[],118839,Bellator 71,"Bellator LXXI was an mixed martial arts event held by Bellator Fighting Championships. The event took place on June 22, 2012 at the Mountaineer Casino, Racetrack and Resort in Chester, West Virginia. The card was part of Bellator's annual Summer Series and featured the opening round fights in the Summer Series Light Heavyweight Tournament. The event was distributed live in prime time by EPIX and online at SpikeTV.com.",0.6,2012-06-22,Bellator 71,0.0,0,2012.0,6.0
8458,[],270659,Red 71,"Neo Noir - Michelle Belegrin, Angus Scrimm, Nathan Ginn",0.6,2011-01-01,Red 71,0.0,0,2011.0,1.0
8459,[],423329,Gate 71,"An excerpt from a hypothetical feature film, centred around mystery and adventure.",0.6,,Gate 71,0.0,0,,
8460,[],326921,Touching 71,"In 1971, at the village of Shobuj attacked by the Pakistani Armed force. They were creating many kinds of rampage. At One point they took Shobuj &amp; Amols sisters. Shobuj &amp; his four friends went to the next village for help. But they couldn't get any kind of help. Then they decided to attack the camp by themselves. They rescued their elder sisters and at that time Shobuj gave away his life for their sake.",0.6,2015-01-22,Touching 71,8.0,1,2015.0,1.0
