,genre_ids,id,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,release_month
6000,[],527267,Bare Knuckle,"EXPERIENCE THE ULTIMATE BRITISH COMBAT SPORT, THROUGH THE EYES OF THE BARE KNUCKLE BOXING WORLD ELITE. Despite being centuries old, the sport of bare knuckle fighting is one that’s always sat firmly in the shadow of its gloved alternative.",1.33,,Bare Knuckle,7.8,4,,
6001,[],316361,Knuckle Game,"Rival street brawlers from opposite sides of town, Terry and Preme gain reputations as the best fighters in their respective hoods in this riveting drama set on the mean streets of New York. But while honing their talents, each must navigate the complexities of life in the inner city. Soon, the two are set to face off in an underground tournament -- but the stakes are much more dangerous than either fighter realizes.",0.6,2006-01-01,Knuckle Game,0.0,0,2006.0,1.0
6002,[],299926,Knuckle Jack,"When a small town foul-mouthed drunk with an artistic gift for thievery is entrusted with his young niece for the summer, the question is not if he is ready for the task at hand-- but is she?",0.6,2013-01-01,Knuckle Jack,0.0,0,2013.0,1.0
6003,"[53, 878, 10770]",85094,Hard Knuckle,A Post-apocalypse thriller about snooker,0.6,1987-01-01,Hard Knuckle,0.0,0,1987.0,1.0
6004,"[35, 18]",101751,Knuckle Sandwich,"After leaving his small Georgia town behind to start a new life in Los Angeles, aspiring businessman Carter quickly becomes a success. But when he loses his girlfriend and his job in the same morning, he decides to return to his old town with hopes of finding some clarity. With the help of his offbeat parents, his beer-guzzling buddies and an old flame, Carter discovers what is really important in life. Douglas Callan, Morgan Fairchild, John O'Hurley star.",0.6,2004-05-01,Knuckle Sandwich,0.0,0,2004.0,5.0
6005,[],274697,Because: White Knuckle Extreme,"Get ready for a thrilling ride as the world's top surfers perform amazing feats of extreme athleticism as they catch some of the best waves around the globe in this high-octane program. Surfers include Kalani Robb, Andy Irons, Luke Egan, Chris Ward, Mick Fanning, Bobby Martinez and many others. The action is set to a soundtrack featuring songs by Green Day, the Hives, Earshot, the Exiles and more.",0.6,2002-12-31,Because: White Knuckle Extreme,0.0,0,2002.0,12.0
6006,[28],536589,Bare Knuckle Brawler,,0.6,,Bare Knuckle Brawler,0.0,0,,
6007,[],311576,Jindabyne 2002: White Knuckle Extreme,"Twenty-five of the world's best riders take on Jindabyne, Australia's answer to freeride madness. Featuring 25-foot drops, north shore ramps, steep rocky chutes, and deadly snakes, it's a course to be approached with caution! Andrew Mills, Wade Simmons, Robbie Bourdon, John Waddell, Tarek Rasouli and others hammer on trails others would go near. Enjoy the ride!",0.6,2001-01-01,Jindabyne 2002: White Knuckle Extreme,0.0,0,2001.0,1.0
6008,[],318413,Hardly Angels: White Knuckle Extreme,"Women's snowboarding swooshes to extreme levels as you travel the world with athletes including Olympian and World Cup winner Shannon Dune. Other ""extremists"" include Janna Meyen throwing massive rails in Utah and the huge aerial assault of Natasza Zureks. So popular that they've become characters in Playstation2 games, these fly chicks (or chicks that just fly) show their moves in pipelines from Lake Tahoe to Innsbruck!",0.6,,Hardly Angels: White Knuckle Extreme,0.0,0,,
6009,[],309105,Dig 25: White Knuckle Extreme,"Saluting the giants of BMX bike-riding, this electrifying compilation rounds up 25 short films featuring all the thrills and spills of the gravity-defying sport as its top athletes show off their craziest, most audacious tricks and stunts. Daredevils in the spotlight include Fuzzy Hall, T.J. Lavin, Ryan Nyquist, Jamie Bestwick, Bruce Crisman, Cory Nastazio, Simon Tabron, Scott Wirch and Reuel Erickson.",0.6,2002-01-01,Dig 25: White Knuckle Extreme,0.0,0,2002.0,1.0
6010,[],241976,Slednecks 4: White Knuckle Extreme,"Slednecks #4 is by far our best film yet. We traveled all over the globe, to places like Alaska, Canada, all over the U.S. and Iceland, to find the best snowmobiling. ""Slednecks #4"" features Garth Kaufman, Jay Quinlan, Ryan Britt, Shad Free, Cody Hanson, Jason Fentiman, B.J. Murray, Andy Lindbeck, Chris Burandt, and Dan Gardiner goin' huge, and of course Jim Rippey doing the first ever successful backflip on a snowmobile. ""Slednecks #4"" is 50 minutes of non-stop, insane action that will leave you shocked at what you just saw. We stepped it up big this year! Source: Image Entertainment, Inc.",0.6,2001-11-05,Slednecks 4: White Knuckle Extreme,0.0,0,2001.0,11.0
6011,"[28, 12, 878]",438713,鎧武／ガイム外伝 仮面ライダーデューク／仮面ライダーナックル,"Kamen Rider Duke: Ryoma Sengoku continues his research of the Sengoku Drivers along with Takatora Kureshima. Takatora thinks that the lives of humanity was the number one priority, however Ryoma disliked his way of thinking increasing the production with cost as the main priority than efficiency.  Kamen Rider Knuckle: It's been one year since Kaito disappeared, and peace had returned to Zawame City once more. Zack departed for New York, and left leadership of Team Baron to Peko. However upon hearing that Shura, a former member of Team Baron that Kaito once exiled, had formed his own team, Neo Baron, Zack returns to Zawame City to set things right.",0.822,2015-11-11,Kamen Rider Gaim: Gaiden - Duke And Knuckle,0.0,0,2015.0,11.0
6012,"[35, 10402]",28832,少年メリケンサック,A record company office worker named Kanna discovers a punk rock band called Shonen Meriken Sakku (Brass Knuckle Boys) through the internet and subsequently decides to represent them on behalf of her company. What Kanna did not know was that the Brass Knuckle Boys consists of all middle aged men.,1.4,2008-10-19,Brass Knuckle Boys,5.9,11,2008.0,10.0
6013,[53],466174,Knuckleball,"Alone, and targeted on an isolated farm, 12 year old Henry finds himself and the center of a maelstrom of terror, and a dark family legacy, when his secretive grandfather dies suddenly in the night.",2.56,2018-04-17,Knuckleball,6.1,9,2018.0,4.0
6014,[],321655,The Modus Mix: White Knuckle Extreme,"Featuring the likes of Rochelle Ballard, Layne Beachley, Serena Brooke and Lisa Andersen, this unique documentary blends an infectious soundtrack with highlights from some of the top female surfers in the country. Created by the producers of the film Blue Crush, this exhilarating experience features footage from such breathtaking locations as Australia, Tahiti, Europe and the North Shore of Hawaii.",0.6,2003-01-01,The Modus Mix: White Knuckle Extreme,0.0,0,2003.0,1.0
6015,[],318488,Road Fools 8: White Knuckle Extreme,"Thirteen renegade BMXers cruise the Midwest on a hunt for fresh street and skate-park terrain. Stops include Madison, Milwaukee and Appleton, Wis.; Minneapolis and Mankato, Minn.; and Mundelein, Chicago and Joliet, Ill. Features new footage, hidden bonus material and extra Joe Tiseo footage, including his memorial piece from Props Video Magazine",0.6,2003-05-13,Road Fools 8: White Knuckle Extreme,0.0,0,2003.0,5.0
6016,[],309257,Props: Best of BMX: White Knuckle Extreme,"The adrenaline free flows in this compilation of the best 2002 BMX thrills, spills and jumps from Props Video Magazine and Passport 2002. Riders know no limits as they push themselves and their bikes to execute mind-blowing stunts. Bone-crunching wipeouts match the intensity of the spectacular feats, and never-before-seen footage leaves fans breathless from the white-knuckle ride.",0.6,,Props: Best of BMX: White Knuckle Extreme,0.0,0,,
6017,"[27, 53]",407775,Knucklebones,A group of bored college students unleash a murderous demon while playing a dice game made from human knucklebones.,1.695,2016-08-27,Knucklebones,4.4,22,2016.0,8.0
6018,"[18, 14]",8967,The Tree of Life,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",8.798,2011-05-18,The Tree of Life,6.6,1670,2011.0,5.0
6019,[99],20784,Charles Darwin and the Tree of Life,"Darwin's great insight – that life has evolved over millions of years by natural selection – has been the cornerstone of all David Attenborough’s natural history series. In this documentary, he takes us on a deeply personal journey which reflects his own life and the way he came to understand Darwin’s theory.",1.863,2009-02-01,Charles Darwin and the Tree of Life,7.5,11,2009.0,2.0
6020,[18],276682,Geedka nolosha,"In a small town, a nomad cuts down a tree he needs to use. However, he accidentally chops down the wrong tree, felling the tree that sustains life itself. When the latter tree falls, all life disappears. The nomad then finds himself in the middle of a desert that he does not recognize, and he tries to work his way out of it. During this particular quest, he comes across a small tree that is in the process of dying and opts instead to save this one.",0.6,1988-09-30,The Tree of Life,1.0,1,1988.0,9.0
6021,[],510652,Derakht-e-jan,"""The Tree of Life"" pictures the enchanting mountains of Talesh. It is a picture of birth, love, and death of the old nations living in the misty forests of this land. In a winter, when men crimson the white snow with the blood of the deer, a child is born. His mother recites him the love story of the spring, of the mystery of the flowers' colors, and of the love toward his father. And the father's restless life, gazing at the far away, finds calmness in death in the cold winter.",0.6,1998-03-10,The Tree of Life,0.0,0,1998.0,3.0
6022,[],292790,Exploring The Tree of Life,"A documentary on Terrence Malick and the making of his film ""The Tree of Life.""",0.898,2011-10-11,Exploring The Tree of Life,6.5,2,2011.0,10.0
6023,"[16, 10751]",35181,The Tree of Life,"The prophet Lehi had a dream that brought joy and concern for the eternal welfare of his family. The symbols of Lehi’s dream contain teachings important to us even today. The meaning behind the symbols are brought to life, from the mists of darkness to the great and spacious building. The importance of holding— and helping others grasp— the iron rod so that we can partake of the fruit of eternal life becomes clear.",0.6,1991-01-01,The Tree of Life,0.0,0,1991.0,1.0
6024,"[10751, 18]",388304,Alshajarh alnaemah,"Entrapped within a prison of his own making, a father's outlook and relationship with reality is questioned... Neglecting both his wife and daughter, Jassim lives a separate life to his family within an atmosphere of foreboding. It is only during a chance convergence of circumstances in which he visits the legendary tree of life that Jassim begins to question his understandings.",0.6,2014-12-13,The Tree of Life,0.0,0,2014.0,12.0
6025,[],48503,The Exciting Life of a Tree,Clever and mildly entertaining short from Plympton shows us the point of view of a tree throughout its life. The film gives us various vignettes dealing mostly with sex and violence.,0.687,1999-01-01,The Exciting Life of a Tree,5.0,2,1999.0,1.0
6026,[99],553227,"Vivir allí no es el infierno, es el fuego del desierto. La plenitud de la vida que quedó ahí como un árbol","The wind, the birds, the sweat, the hands, the wheelbarrow, the drought and the burial. Could it be possible to disappear in the desert? Totoral is a village that fades away behind its hills. A village that emerged and learned from the land and its animals, and from staying safe. The desert is constantly changing, the trees dry up, and they, the men, with their animals, wipe away their footsteps and their presence as time goes by.",0.84,2018-10-12,"Living There Is Not Hell, It Is the Fire of the Desert. The Plenitude of Life That Stayed There Like a Tree",0.0,0,2018.0,10.0
6027,[],371920,Igorota,"An Igorot maiden falls in love with a man from the city. They insist on being married, in spite of the protests of the families.",0.6,1968-06-12,Mountain Maiden,0.0,0,1968.0,6.0
6028,"[53, 80, 9648, 18]",65754,The Girl with the Dragon Tattoo,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",14.005,2011-12-14,The Girl with the Dragon Tattoo,7.3,3824,2011.0,12.0
6029,[35],157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,"After a stint in a psychiatric hospital, a young woman returns to the house where her father killed the entire cast of The Artist during his exorcism.",3.421,2013-01-14,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,3.0,40,2013.0,1.0
6030,"[18, 53, 80, 9648]",15472,Män som hatar kvinnor,"Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",11.384,2009-02-27,The Girl with the Dragon Tattoo,7.5,1541,2009.0,2.0
6031,[18],57389,Le quattro volte,"An old shepherd lives his last days in a quiet medieval village perched high on the hills of Calabria, at the southernmost tip of Italy. He herds goats under skies that most villagers have deserted long ago. He is sick, and believes to find his medicine in the dust he collects on the church floor, which he drinks in his water every day.",1.91,2010-05-16,The Four Times,7.6,45,2010.0,5.0
6032,"[18, 36, 10752]",21345,南京!南京!,"City of Life and Death takes place in 1937, during the height of the Second Sino-Japanese War. The Imperial Japanese Army has just captured the then-capital of the Republic of China, Nanjing. What followed was known as the Nanking Massacre, or the Rape of Nanking, a period of several weeks wherein tens of thousands of Chinese soldiers and civilians were killed.",4.886,2009-04-22,City of Life and Death,7.8,82,2009.0,4.0
6033,[99],75000,The Black Power Mixtape 1967-1975,"Examines the evolution of the Black Power Movement in American society from 1967 to 1975. It features footage of the movement shot by Swedish journalists in America during that period and includes the appearances of Bobby Seale, Huey P. Newton, Eldridge Cleaver, and other activists, artists, and leaders central to the movement.",0.6,2011-09-09,The Black Power Mixtape 1967-1975,7.7,9,2011.0,9.0
6034,[99],56591,Corman's World: Exploits of a Hollywood Rebel,"Chronicles the six-decade career of the U.S. film industry's most diverse, dogged and resourceful low-budget producer-director-entrepeneur, painting the soft-spoken Roger Corman as an indie cinema trailbrazer as well as an extraordinary conduit for new talent.",3.226,2011-01-21,Corman's World: Exploits of a Hollywood Rebel,7.4,29,2011.0,1.0
6035,"[80, 18, 53]",26039,Point Blank,"After being double-crossed and left for dead, a mysterious man named Walker single-mindedly tries to retrieve the rather inconsequential sum of money that was stolen from him.",5.508,1967-08-30,Point Blank,7.2,145,1967.0,8.0
6036,"[28, 18, 80]",56125,Point Blank,"Convicted corporate criminal Howard engineers a prison break as he and a number of fellow inmates are being transferred to a new facility. The escapees storm a shopping mall and take a group of shoppers hostage (after killing many more of them) before making their demands. Only Rudy, a former mercenary and brother of one of the fugitives, can take out the criminals before more of the hostages die.",1.657,1998-05-12,Point Blank,4.7,3,1998.0,5.0
6037,"[28, 53, 80]",61404,À bout portant,"Samuel Pierret is a nurse who saves the wrong guy – a thief whose henchmen take Samuel's pregnant wife hostage to force him to spring their boss from the hospital. A race through the subways and streets of Paris ensues, and the body count rises. Can Samuel evade the cops and the criminal underground and deliver his beloved to safety?",5.766,2010-12-01,Point Blank,6.6,216,2010.0,12.0
6038,"[80, 53, 18]",142096,Mains Armées,"Lucas and his team are after a gang of Serbian criminals using NATO-issued weapons. As the investigation leads him to Paris, Lucas attempts to reconnect with his estranged daughter, a young narc officer.",1.5,2012-07-11,Mains Armées,5.8,32,2012.0,7.0
6039,"[80, 18]",531503,Point Blank,A nurse is forced to spring a wounded murder suspect from the hospital when the man’s brother kidnaps his pregnant wife and wants to make a trade.,0.6,,Point Blank,0.0,0,,
6040,"[80, 18, 53]",385498,Auf kurze Distanz,A story about an undercover cop against the Serbian mafia  which manipulate sports betting.,0.791,2016-03-02,Point Blank,6.8,12,2016.0,3.0
6041,"[28, 53, 80]",8743,Rånarna,"A gang of highly efficient and cold hearted robbers strike against a number of banks in Stockholm. The investigation ends up with the criminal detective Klara and the SWAT commander Greger Krona, who together lead the hunt for the robbers. Their investigation takes them in a dangerous direction that proves to have unforeseen consequences. The hunt for the robbers is intense and their methods become more refined and terrifying. Klara ends up in the line of fire, both literally and figuratively, and the investigation takes her in a direction that she could never have imagined.",0.88,2003-12-13,At Point Blank,4.6,6,2003.0,12.0
6042,"[28, 35, 53, 10749]",9434,Grosse Pointe Blank,"Martin Blank is a freelance hitman who starts to develop a conscience, which causes him to botch a couple of routine assignments. On the advice of his secretary and his psychiatrist, he decides to attend his 10 year high school reunion in Grosse Pointe, Michigan.",7.12,1997-04-11,Grosse Pointe Blank,7.0,405,1997.0,4.0
6043,"[53, 18]",50839,Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,11.817,2011-09-28,Margin Call,6.8,822,2011.0,9.0
6044,"[18, 10749]",48303,Copie conforme,"In Tuscany to promote his latest book, a middle-aged English writer meets a French woman who leads him to the village of Lucignano.",6.134,2010-05-18,Certified Copy,7.2,142,2010.0,5.0
6045,"[18, 35, 10749]",49020,Submarine,"15-year-old deep-thinking Welsh schoolboy, Oliver Tate struggles to initiate and maintain a relationship with Jordana, his devilish, dark-haired classmate at their Swansea high school. As his parents' marriage begins to fall apart, similar problems arise in his relationship with Jordana.",7.698,2011-03-18,Submarine,7.4,730,2011.0,3.0
6046,"[14, 10402, 16, 10751, 12]",12105,Yellow Submarine,"The Blue Meanies take over Pepperland, draining it of all its color and music, firing anti-music missiles, bonking people with green apples, and turning the inhabitants to stone by way of the pointed finger of a giant blue glove. As the only survivor, the Lord Admiral escapes in the yellow submarine and goes to Liverpool to enlist the help of the Beatles.",5.992,1968-07-17,Yellow Submarine,7.2,189,1968.0,7.0
6047,"[28, 18]",248553,Submarine,"Two sailors who are always competing against each other set their sights on the same girl. When she chooses one over the other, their friendship ends acrimoniously. However, things change when one the men is in a submarine trapped beneath the ocean and the other, a diver, is sent down on a rescue mission.",1.121,1928-08-28,Submarine,7.0,1,1928.0,8.0
6048,"[10752, 18]",152266,Submarine Command,"Submarine commander Ken White is forced to suddenly submerge, leaving his captain and another crew member to die outside the sub during WW II. Subsequent years of meaningless navy ground assignments and the animosity of a former sailor, leave White (now a captain) feeling guilty and empty. His life spirals downward and his wife is about to leave him. Suddenly, he is forced into a dangerous rescue situation at the start of the Koren War.... reassigned to the same submarine where all of his problems began.",1.651,1952-01-18,Submarine Command,4.8,6,1952.0,1.0
6049,[],202688,Mystery Submarine,Submarine spy film directed by Douglas Sirk.,1.527,1950-12-20,Mystery Submarine,0.0,0,1950.0,12.0
6050,"[28, 18, 10752]",100904,Submarine Base,"Ship engineer Jim Taggert is rescued from a torpedoed tramp steamer by Joe Morgan, an American gangster that found New York too hot for him, and has become a fisherman operating from an out-of-the-way island off of the coast of South America. Morgan makes his headquarters at the Halfway House run by the parents of Maria Styx as a bar and dance resort catering to the planters and traders of the island. Taggert finds himself practically a prisoner along with a group of American girls acting as entertainers at the resort. Taggert shadows Morgan in his activities in a remote cove and finds that Morgan is supplying German U-boat commanders with torpedoes, but does not know that Morgan has rigged the torpedoes with clock devices that explode when at sea and sinks the U-boats.",1.4,1943-07-20,Submarine Base,0.0,0,1943.0,7.0
6051,"[878, 53]",37467,The Atomic Submarine,"Ships disappear on route across the Arctic Sea, and a special submarine is sent to investigate.",2.003,1959-11-29,The Atomic Submarine,5.6,16,1959.0,11.0
6052,[18],446344,Submarine,"Under the imminent threat of Lebanon's garbage crisis, Hala, a wild child inside of a woman, is the only one to refuse evacuation, clinging to whatever remains of home.",0.6,2016-05-18,Submarine,0.0,0,2016.0,5.0
6053,"[12, 18]",257081,Submarine Patrol,A naval officer is demoted for negligence and put in command of a run-down submarine chaser with a motley crew.,1.249,1938-11-25,Submarine Patrol,5.0,2,1938.0,11.0
6054,"[28, 18, 10752]",262924,Two-Man Submarine,"Medical researchers Jerry Evans and Walt Hedges are assigned by a pharmaceutical company to work at a secret laboratory on a remote South Pacific Island in order to produce penicillium, the mold from which the magic drug penicillin is derived.",1.341,1944-03-16,Two-Man Submarine,0.0,0,1944.0,3.0
6055,"[878, 16, 28]",77555,Submarine 707 Revolution - The Movie,"A high-tech terrorist plagues the ocean... To counter the subversive activities of the USR, a shadowy terrorist group menacing the seas, the leading nations of the world join forces to form the Peace Keeping Navy (PKN). Its inauguration ceremony, however, quickly turns into disaster as Admiral Red, charismatic leader of the USR, launches a surprise attack on the PKN. With fi erce fi repower, Red lets his intentions be known that he will destroy anything that gets in the way of his twisted vision of an ideal future... Dive into this exciting deep-sea military action-adventure thriller, as Captain Hayami and the crew of the 707 try to outwit Admiral Red's gargantuan nuclear submarine!",1.506,2006-08-24,Submarine 707 Revolution,7.2,3,2006.0,8.0
6056,[35],139913,A Submarine Pirate,A waiter tricks his way into command of a sub in order to rob a ship carrying gold bullion.,1.4,1915-12-26,A Submarine Pirate,4.0,1,1915.0,12.0
6057,[10752],260971,Mystery Submarine,A British convoy is trying to elude a group of German U-Boats.,0.877,1963-03-03,Mystery Submarine,0.0,0,1963.0,3.0
6058,[18],375345,The Submarine Kid,"When Spencer Koll, a United States Marine, returns home from a horrific wartime experience, his mundane reality leads him to gravitate towards a new and mysterious woman on her own determined journey. Together, they enter into a magical but destructive new relationship which ultimately exposes their essential truths.",1.248,2016-01-12,The Submarine Kid,5.8,25,2016.0,1.0
6059,"[28, 53]",80259,Submarine Alert,"Nazi spies use a stolen shortwave transmitter prototype to broadcast top secret shipping info to an offshore Japanese sub. To nab the spy ring, the Government has the West Coast's top radio engineers fired and shadowed to see if the Nazis recruit them to complete work on the prototype radio. Radio engineer Lew Deerhold, a resident alien without a job to pay for his adorable little ward Gina's life-saving operation, falls prey to the spy ring, and is swept up in a maelstrom of deceit and danger.",0.84,1943-06-28,Submarine Alert,4.3,3,1943.0,6.0
6060,"[28, 18]",162785,Submarine D-1,"Butch Rogers and Sock McGillis are old submarine hands stationed in Panama. On land, Butch and Sock battle over pretty Ann Sawyer. At sea and underwater, however, our two heroes are inseparable.",1.051,1937-11-27,Submarine D-1,5.3,3,1937.0,11.0
6061,"[28, 10752]",65049,Submarine X-1,"After losing a submarine and fifty crew in a battle with a German ship during WWII, a Royal Navy officer gets a second chance in a daring raid with midget subs.",0.991,1969-06-23,Submarine X-1,5.3,5,1969.0,6.0
6062,[16],309911,Submarine Sandwich,A delicatessen wizard creates a delicious-looking sandwich from some unusual ingredients.,0.6,2014-12-10,Submarine Sandwich,7.5,5,2014.0,12.0
6063,"[28, 12]",258263,The Secret of the Submarine,An American adventure film serial comprised of fifteen episodes of two reels (24 min) each.  All chapters are presumed lost.,1.099,1915-05-21,The Secret of the Submarine,0.0,0,1915.0,5.0
6064,[16],388866,Fuku-chan no Sensuikan,"Fuku-chan was one of the most popular newspaper comic strip boy-characters in Japan at the time. The film portrays a submarine attack on an enemy cargo ship. Though this, too, was to boost patriotism, Japanese children particularly enjoyed the scenes in which the kitchen crew cooked in the submarine kitchen. Released in November of the same year, the food shortage was quite serious in Japan, and the abundant food supply in the submarine kitchen -- vegetables, fruit, fish, rice, and more which were already luxury items in Japan at the time -- was prepared into various dishes along with a merry, rhythmic song.",0.6,1944-11-09,Fuku-chan's Submarine,0.0,0,1944.0,11.0
6065,"[35, 18]",63578,The Trip,"When Steve Coogan is asked by The Observer to tour the country's finest restaurants, he envisions it as the perfect getaway with his beautiful girlfriend. But, when she backs out on him, he has no one to accompany him but his best friend and source of eternal aggravation, Rob Brydon.",4.584,2010-09-01,The Trip,7.0,154,2010.0,9.0
6066,[35],82687,The Guilt Trip,An inventor and his mom hit the road together so he can sell his latest invention.,6.174,2012-12-19,The Guilt Trip,5.4,397,2012.0,12.0
6067,"[14, 35, 878]",405815,The Sex Trip,"After a shallow womanizer refuses a mysterious homeless woman's request for a kiss, he wakes up the next morning to discover he's been changed into a woman.",5.677,2017-09-07,The Sex Trip,6.7,26,2017.0,9.0
6068,"[35, 18]",242088,The Trip to Italy,"Years after their successful restaurant review tour of Northern Britain, Steve Coogan and Rob Brydon are commissioned for a new tour in Italy.",4.857,2014-04-24,The Trip to Italy,6.6,133,2014.0,4.0
6069,"[18, 10749]",15850,The Trip,"When 19-year-old gay-rights activist Tommy and 24-year-old Alan first meet in 1973, they find themselves on the opposite sides of the political coin...",2.422,2002-11-01,The Trip,6.5,19,2002.0,11.0
6070,[18],22694,The Trip,"After his wife leaves him, a disillusioned director dives into the drug scene, trying anything his friend suggests.",2.36,1967-08-23,The Trip,6.0,33,1967.0,8.0
6071,[35],23752,The Couch Trip,"The escaped delinquent John W. Burns, Jr. replaces Dr. Maitlin on a radio show, saying he's the psychiatrist Lawrence Baird.",3.753,1988-01-15,The Couch Trip,5.5,46,1988.0,1.0
6072,"[35, 18]",426264,The Trip to Spain,Steve Coogan and Rob Brydon embark on a road trip along the coast of Spain.,3.691,2017-08-31,The Trip to Spain,6.7,41,2017.0,8.0
6073,[27],529324,Le périple,"The tap water is contaminated in a city and the majority of the population meets affected, a group of survivors is going to the mountain to find security...",1.4,2017-08-17,The Trip,2.7,5,2017.0,8.0
6074,"[10749, 18]",376249,Το Ταξίδι,"This film is a social comment of the times, exploring issues that centre around relationships and what was allowed and what was not allowed at the time (early 60s) in Greece.  There are sub-plots also, mainly relating to the life of the poor city dwellers, social injustice and seeming double standards.  Aliki Vougiouklaki is a poor young girl dreaming of a better life and the ""handsome prince on a white stallion"" who will deliver her from her miserable existence.  She meets and falls in love with a young man (Nikos Kourkoulos) who also falls in love with her, but things are not as simple as they first seem.  His past comes to haunt them with tragic consequences.  Vassilis Diamantopoulos is excellent as the half-crazed old captain whose life strangely echoes that of young Aliki.",1.151,1962-01-06,The Trip,7.0,2,1962.0,1.0
6075,[18],47908,The Trip to Bountiful,"Carrie Watts is living the twilight of her life trapped in an apartment in 1940's Houston, Texas with a controlling daughter-in-law and a hen-pecked son. Her fondest wish -- just once before she dies -- is to revisit Bountiful, the small Texas town of her youth which she still refers to as ""home.""",2.132,1985-12-20,The Trip to Bountiful,7.4,16,1985.0,12.0
6076,"[35, 18, 10770]",196603,Kajs Fødselsdag,"When the hot-dog vendor Kaj from the small town of Skælskør in Denmark turns 40, his friends take him on a trip to Poland, to a long party with cheap liquor and emigration eager polish ladies. It will go merrily, but it gets serious for Kaj as he meets a girl who mistakes him for a wealthy Toyota dealer she has exchanged letters with.",1.4,1990-08-03,The Birthday Trip,6.5,2,1990.0,8.0
6077,"[10770, 28, 12, 99]",238234,Top Gear: The Perfect Road Trip,"The aim: to select the ideal mode of transport for each leg of a pilgrimage from Venice, Italy to Pau in France – home to a legendary street circuit and the origins of Grand Prix racing. On the way we prepare by taking to the track at Monza – the home of Italian Formula One. We try to get noticed on the road course in Monaco in a Bugatti, a Lamborghini and a Model T Ford. After cruising the canals in Venice we take to the tarmac and things look good - thanks to the Ferrari F12 Berlinetta and Mercedes SLS Black. Throw in a Pagani Huayra, Porsche Cayman S and a GT3 as well as the Aston Martin Vanquish centenary edition, Bentley V8 convertible, Rolls Royce Phantom coupe and the face-bending BAC Mono all seems pretty perfect to us.",3.048,2013-11-17,Top Gear: The Perfect Road Trip,7.3,52,2013.0,11.0
6078,[],138771,Paseo de Oficina,"An international company has acquired “Supermarkets Océano”. The long-awaited end-of-the-year tour has been replaced by a day of integration according to ""international standards"". A group of workers willing to demand their rights will make this Office Trip an unforgettable day.",1.137,2012-10-04,The Office Trip,7.0,1,2012.0,10.0
6079,[27],35250,The Locals,"Two best friends, Grant and Paul, hit the country road for a night of fun, but unfortunately take a short cut to their fate... where they meet the Locals.",2.328,2003-10-17,The Locals,6.0,24,2003.0,10.0
6080,[],36920,Klassenfahrt - Geknutscht wird immer, ,0.992,2004-10-27,The School Trip,5.2,5,2004.0,10.0
6081,[35],106817,Viaje a la luna,"In this movie a couple of comedians try to disappear for a while and end up in an asylum, where confused as the mad, and try to escape, but one of them falls in love and that complicates things.",0.961,1958-01-01,Trip to the Moon,6.3,4,1958.0,1.0
6082,[99],301235,Top Gear: The Perfect Road Trip 2,"In 2013 Jeremy Clarkson and Richard Hammond embarked on what they hoped would be the perfect road trip. It started well and ended, quite frankly, very badly.  Unbowed, the Top Gear pair are back for another crack and this time they're hoping to avoid inconveniences like apprehension by the French police. Welcome, then, to The Perfect Road Trip... 2.  Once again, Clarkson and Hammond are seeking joy and perfection wherever it may be with a range of fast, beautiful and exciting cars unleashed on glorious roads amongst gorgeous scenery and drenched in Mediterranean sunshine.  As part of their arduous research into perfection, the duo will also undertake some ridiculous challenges and hilarious stunts culminating in a strangely literal car race on the island of Capri.  Top Gear - The Perfect Road Trip 2. This time it really is perfect. Except for the bits that aren't.",1.816,2014-11-17,Top Gear: The Perfect Road Trip 2,7.4,23,2014.0,11.0
6083,"[10402, 99]",408623,The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,"This exhilarating rock 'n' roll road movie follows The Rolling Stones on their 2016 tour of Latin America, climaxing with their historic concert in Havana, Cuba.",4.16,2016-10-21,The Rolling Stones: Olé Olé Olé! – A Trip Across Latin America,7.7,3,2016.0,10.0
6084,[],492956,A Viagem,Antonio decides to break free of his mundane existence and rents a silver convertible to take his wife on a dream vacation. Everything seems perfect. Except he doesn't know the way.,0.6,,The Trip,8.0,1,,
